epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,lr
1,0.5725483371500384,0.08785129800298078,0.05630958367055483,0.5487095851164597,0.10502390191132578,0.06989967142620285,0.0007997825680136305
2,0.5291359210223482,0.28754992247150657,0.187315679433053,0.512880992430907,0.3513058057198158,0.23308778324952492,0.0007645381364150714
3,0.48239349482352273,0.38115948517071574,0.2596680320668639,0.5104635059833527,0.34484225053053635,0.2352532773063733,0.0006964178967101753
4,0.4566470222514972,0.4204536292113756,0.29676389197508496,0.4576909083586473,0.4372111971561725,0.3264053693184486,0.0005888549622964224
5,0.43530669024116114,0.45629851180210446,0.33060215282858463,0.41633829932946426,0.5152028982455914,0.38110437530737656,0.0004611102901111302
6,0.4027539996201532,0.5156952665563215,0.38455674548943836,0.38530529691622806,0.5511402739928319,0.41448991803022533,0.00033167334793962123
7,0.39279835788827194,0.5164279618807006,0.39106841228510203,0.36709604928126705,0.5814123589258927,0.44533619513878453,0.00021008698840360902
8,0.3698925009944983,0.5548720631683082,0.4245338513140093,0.3450309049624663,0.6194773866580083,0.490566414136153,0.00010760909225167878
9,0.35562944098522786,0.57552538576879,0.44771718848169895,0.3271474219285525,0.6322867159660046,0.497026074391145,3.7314875638874555e-05
10,0.3375392859442192,0.5978705239923376,0.4695774112877093,0.31792302200427425,0.6409125740711505,0.5055840519758371,3.539371856945875e-06
11,0.32699998481231823,0.6061558864618602,0.4781189519062377,0.31745126041082233,0.6413593292236328,0.5065337855082291,0.0007979743611266567
12,0.40616189518518614,0.5150438285710519,0.3894525465735218,0.3671826422214508,0.592021644115448,0.4554443359375,0.000787573180101228
13,0.3897747752959268,0.5377974515421349,0.4093857329142721,0.33502757434661573,0.6285192370414734,0.49571187450335574,0.0007664285300585956
14,0.3746123896879062,0.54830724419209,0.42125777560367916,0.3360337408689352,0.6307053657678457,0.49089235067367554,0.0007367726217560485
15,0.3650612585377275,0.560033814426054,0.4336013950799641,0.3780924712236111,0.5903838139313918,0.44708332419395447,0.0007005680973142773
16,0.3535158686470567,0.5742386088036654,0.4458850329382378,0.30956339492247653,0.6526808509459863,0.5159368033592517,0.0006525949560057784
17,0.33801761138857456,0.5904000385811454,0.46569531267149405,0.28908862460118073,0.679538029890794,0.5553308862906235,0.0005995500855730914
18,0.3270544127414101,0.6097280874586942,0.4819585299282743,0.28534636073387587,0.6684070321229788,0.5415315650976621,0.0005435660307234558
19,0.3069286359506741,0.6258927662121622,0.5011931464337466,0.25963277656298417,0.7043837950779841,0.5747181337613326,0.0004812441233993752
20,0.2939336733859882,0.6478319262203417,0.5245511965793476,0.25424331426620483,0.6963264827544873,0.5735236956523015,0.00041954929337910895
21,0.28650160604401637,0.6523754377114145,0.5324712861002537,0.2814844497121297,0.6789407455004178,0.5581180178202115,0.00035797493734940187
22,0.27420728065465627,0.6627952723126662,0.5449846224826679,0.23752894481787315,0.7238590992414035,0.6040177391125605,0.00029363928869060305
23,0.2636234501474782,0.6798324893441117,0.5638712848487654,0.2567143319891049,0.7033085181162908,0.5826605764719156,0.0002359108099670008
24,0.26424085113563034,0.6763425856305841,0.5594262637590107,0.22741375863552094,0.7324834786928617,0.6123944704349225,0.00017946449873174186
25,0.2563771546671265,0.6853574362763187,0.5701328547377336,0.22331232720842728,0.7379092895067655,0.6231578909433805,0.00012987674498744558
26,0.2515890046692731,0.6939030885696411,0.5784991969142044,0.20956542084996516,0.7644871565011832,0.6564339995384216,8.620387006118858e-05
27,0.24824989874634826,0.6938425804439344,0.5786047065467165,0.21620615457112974,0.748000287092649,0.6333456383301661,5.199917876997843e-05
28,0.23645483552102456,0.7091004315175509,0.5960136029803962,0.2106824368238449,0.7554148894089919,0.644244386599614,2.5575085538395745e-05
29,0.2407585467424309,0.7044814725716909,0.5916742604029807,0.20508208125829697,0.7643340826034546,0.6563156797335699,8.501787909991785e-06
30,0.23246893404345764,0.7145660059493885,0.6025020725894392,0.2060506914097529,0.7624883239085858,0.6528722873100867,1.2780008319509745e-06
31,0.23534275199237623,0.7096360148045054,0.5958677085868099,0.20549973301016367,0.7637790945860056,0.6545906846339886,0.0007992814254214339
32,0.28935829144820835,0.650736293248963,0.5320634915117632,0.2900633101279919,0.6736638591839716,0.5412499537834754,0.0007965535054784244
33,0.282376304268837,0.6592053556651399,0.5367204217534316,0.2435220153285907,0.7205142791454608,0.5992839473944443,0.0007909151940239355
34,0.31197635175889,0.6264367474798571,0.5018949587094156,0.311407993046137,0.64361572265625,0.5208826661109924,0.0007837532736060484
35,0.29956028780393434,0.6393398752338008,0.5196732251267684,0.2700203141340843,0.6921420922646155,0.5630600039775555,0.0007731781784506659
36,0.2743674963712692,0.6667704493330237,0.5484190086523691,0.25537536235956043,0.6949380452816303,0.5691962906947503,0.0007607000427703272
37,0.27333311658156545,0.6647889786644986,0.5446619281643316,0.22828665719582483,0.7355460891356835,0.6129138653094952,0.0007453914884713623
38,0.26902324588675247,0.6782952902609842,0.5622238182184989,0.24005204324538892,0.7270595935674814,0.6077136810009296,0.000728661413603428
39,0.2622568706671397,0.6822299152089838,0.5686607925515426,0.22340139202200449,0.7394522887009841,0.6286766712482159,0.0007095275238006168
40,0.26195440742007475,0.6851616883487032,0.5703205712008894,0.2758252483147841,0.6896352263597342,0.5565126194403722,0.0006897905089301747
41,0.27055472671462777,0.6731400108128264,0.5571367317124417,0.23482056649831626,0.7287743504230793,0.6125444907408494,0.0006663663129835032
42,0.26493269518802043,0.6764337106754905,0.5615040257311704,0.268195387835686,0.6981146656549894,0.5830579170813928,0.0006429166218894999
43,0.2677107395832999,0.6756876701848549,0.5611722903293476,0.2667997685762552,0.6971214092694796,0.5645974117975968,0.0006172812660722287
44,0.2548485670173377,0.6923924830921909,0.576293993414494,0.22424044058873102,0.740827922637646,0.6277942153123709,0.0005890767548223959
45,0.24881669369183088,0.697432605843795,0.5849549174308777,0.2273140360529606,0.7340128971980169,0.6246848014684824,0.0005610586123827759
46,0.24606944659822866,0.7036807191999335,0.5910762883069223,0.20884226434505904,0.762560826081496,0.6524331592596494,0.0005310158292364048
47,0.2394194039597846,0.705907240248563,0.5950533444421333,0.23298834608151361,0.7314522495636573,0.6117294980929449,0.0005019333879479678
48,0.23683164915756175,0.7091697119829947,0.5972491309308169,0.2277422914138207,0.7411559682625991,0.6223512200208811,0.000471003771449013
49,0.2297865351041158,0.7242254677571749,0.6130348883177105,0.21933453702009642,0.749461999306312,0.6405880084404578,0.00043967464690472237
50,0.22382267316182455,0.7259375003346226,0.6174357387057522,0.20104937771191964,0.7663991818061242,0.659953195315141,0.0004078292014624702
51,0.2186870909573739,0.7335734848390546,0.6260237186624292,0.18785297956604224,0.7849218891217158,0.6799413836919345,0.0003758873720786618
52,0.2217781509746585,0.7287444827849405,0.6213898805149815,0.20315103548077437,0.7622887033682603,0.6537512632516714,0.0003453816528842537
53,0.2127030004273381,0.7375674613735133,0.6303849492156715,0.21338699557460272,0.7484841255041269,0.642784256201524,0.0003149299519446383
54,0.21314290884816856,0.7393688972581897,0.6320070498868039,0.19835259708074424,0.7655709156623254,0.6635279151109549,0.0002840638323697489
55,0.21783138118815004,0.7350569346494842,0.6277567901109394,0.18484214807932192,0.7836350065011245,0.6847822207670945,0.00025391178304496546
56,0.20746701916581706,0.7448228189819738,0.6395878472871948,0.18636612021006072,0.7816256605661832,0.6817470811880552,0.00022526222012882988
57,0.20919732056688845,0.7421816890699822,0.6373303328689776,0.19264114332886842,0.7749265065559974,0.6742767439438746,0.000197815513318747
58,0.1972274527345833,0.7572802723499766,0.6543762647269065,0.18695312079328757,0.7830578363858737,0.6829265997960017,0.00017122052398564652
59,0.2099800426186177,0.7457026630117182,0.6431409266957065,0.18484395341231272,0.78617341701801,0.6856019772016085,0.00014618353943942318
60,0.20295674295017593,0.7516358567957293,0.6484830395171517,0.1831151404632972,0.7908519368905288,0.6898530905063336,0.0001226890373410626
61,0.197515414210788,0.7596344822331479,0.6582379471837428,0.17985466265907654,0.7877585842059209,0.6875986731969393,0.00010108477252781388
62,0.1984998748490685,0.7564614258314434,0.6534565310729178,0.18192239449574396,0.7875247047497675,0.6884361367959243,8.126115657124122e-05
63,0.1896435587029708,0.7673221094566479,0.6658447264579305,0.1832206223446589,0.7871531660740192,0.6903989819379953,6.340715222131437e-05
64,0.18800392302504756,0.7692922604711432,0.6677231532439851,0.17484035772772935,0.7960896033507127,0.6975352718279912,4.749306015934036e-05
65,0.19075986677617357,0.765887275076749,0.6656470732730732,0.18115065762629876,0.7851082178262564,0.685898666198437,3.404284684707708e-05
66,0.18939261243008731,0.7720582359715512,0.6704348419841967,0.17729471509273237,0.7910215350297781,0.6935119147484119,2.2630245253743992e-05
67,0.18803842391884118,0.7709730675345973,0.6694507541363699,0.17597782611846924,0.794013995390672,0.6970659998747019,1.3597779027659681e-05
68,0.18590376408476578,0.7714020317060906,0.6709351435042264,0.1780038272532133,0.7916814684867859,0.694595245214609,6.993783011428098e-06
69,0.1818959451558297,0.777768329570168,0.6773704008052224,0.1769929095529593,0.7927740812301636,0.6955251464476953,2.79439591372671e-06
70,0.18317392769089916,0.7752875947115714,0.6760078595395673,0.1767386834208782,0.7932028953845685,0.6958443155655494,1.0526921490123073e-06
71,0.1853567280790262,0.7737679272367243,0.6741724375047182,0.17681071305504212,0.792923262486091,0.6956471800804138,0.0007998063427379835
72,0.23034624193321196,0.7216287286658036,0.6131865957327056,0.21409396082162857,0.7530316756321833,0.6415626979791201,0.0007990537311052457
73,0.24341741727109542,0.703243679121921,0.5925275050757224,0.19794373242900923,0.7670003680082468,0.6576522290706635,0.0007976438787137704
74,0.23734415100331893,0.7111131590709352,0.6016999932757595,0.2292438275538958,0.7338919685437129,0.6231741492564862,0.0007957130166442697
75,0.23711770629150825,0.7113981126693257,0.6001089016596476,0.19981956539245752,0.7667083190037653,0.6609987341440641,0.0007930212888149675
76,0.23471485261331526,0.7189218485564516,0.6083306649274993,0.22459404858259055,0.7320983822529132,0.6107775706511277,0.0007899214219401974
77,0.24094760744718083,0.7132073520568379,0.6035252563786089,0.20199182629585266,0.7717598080635071,0.6608505317798028,0.0007859573583789422
78,0.22943015971727537,0.7178893470973299,0.6061939168394658,0.26667965604708743,0.6865364955021784,0.5746826300254235,0.0007819379124291974
79,0.2345739523308319,0.7186562884272191,0.6066823042275613,0.20986211213928002,0.7493404700205877,0.639616805773515,0.0007766503396877799
80,0.2392595342376776,0.7094539294117376,0.6004191506327244,0.2438961834861682,0.7343683747144846,0.6211920930789068,0.0007711645265250769
81,0.23596912936160439,0.7177651848709374,0.6083660465583467,0.22376715048001364,0.7432704843007601,0.6360929470795852,0.0007649709493839978
82,0.2204441117743651,0.7319728449771279,0.6233939418667241,0.2365660140147576,0.7189076909652123,0.6095287387187664,0.0007584374180535689
83,0.23920330379092902,0.714391534265719,0.6038390330055303,0.21787787114198393,0.7544673910507789,0.6474888760309953,0.0007509280902072385
84,0.22976936216939958,0.7246669206702918,0.6160721188051659,0.2186989698272485,0.7507317891487708,0.6454077959060669,0.0007431566773721699
85,0.22480342863944539,0.7278855646911421,0.6189849533532795,0.21265454361071953,0.7526756112392132,0.6430418239190028,0.0007348120808232805
86,0.2296021678730061,0.7250862393462867,0.6165299358075125,0.19009598430532676,0.7808388288204486,0.6825840702423682,0.0007257112602669474
87,0.21437833039906987,0.7415621113358882,0.6372811935449901,0.21052366208571655,0.753681664283459,0.6466618776321411,0.0007166117783720335
88,0.21271410872016036,0.7417366943861309,0.6370756788211956,0.1886309262078542,0.7781641437457159,0.6746921539306641,0.0007065308587747495
89,0.20790824699297286,0.7456183030939939,0.6405347637962877,0.20382141980987328,0.7529950096057012,0.649105599293342,0.0006964784181969141
